MS-DRG,FY09 Final Rule Post-Acute DRG,FY09 Final Rule Special Pay DRG,MDC,TYPE,MS-DRG Title,Weights,Geometric mean LOS,Arithmetic mean LOS
389,Yes,No,06,MED,G.I. obstruction w CC,0.9265,4.0,5.0
390,Yes,No,06,MED,G.I. obstruction w/o CC/MCC,0.6351,3.0,3.5
391,No,No,06,MED,"Esophagitis, gastroent & misc digest disorders w MCC",1.0856,3.9,5.2
392,No,No,06,MED,"Esophagitis, gastroent & misc digest disorders w/o MCC",0.6703,2.8,3.5
393,No,No,06,MED,Other digestive system diagnoses w MCC,1.5409,4.9,6.9
394,No,No,06,MED,Other digestive system diagnoses w CC,0.9519,3.8,4.8
395,No,No,06,MED,Other digestive system diagnoses w/o CC/MCC,0.6765,2.6,3.3
405,Yes,No,07,SURG,"Pancreas, liver & shunt procedures w MCC",5.6405,12.4,17.0
406,Yes,No,07,SURG,"Pancreas, liver & shunt procedures w CC",2.7858,7.0,9.1
407,Yes,No,07,SURG,"Pancreas, liver & shunt procedures w/o CC/MCC",1.8388,4.2,5.5
408,No,No,07,SURG,Biliary tract proc except only cholecyst w or w/o c.d.e. w MCC,4.2585,12.2,15.1
409,No,No,07,SURG,Biliary tract proc except only cholecyst w or w/o c.d.e. w CC,2.5649,8.3,9.8
410,No,No,07,SURG,Biliary tract proc except only cholecyst w or w/o c.d.e. w/o CC/MCC,1.6467,5.5,6.5
411,No,No,07,SURG,Cholecystectomy w c.d.e. w MCC,3.7496,10.4,12.4
412,No,No,07,SURG,Cholecystectomy w c.d.e. w CC,2.3641,7.5,8.6
413,No,No,07,SURG,Cholecystectomy w c.d.e. w/o CC/MCC,1.6877,5.0,5.9
414,Yes,No,07,SURG,Cholecystectomy except by laparoscope w/o c.d.e. w MCC,3.5699,9.7,11.7
415,Yes,No,07,SURG,Cholecystectomy except by laparoscope w/o c.d.e. w CC,2.0338,6.5,7.6
416,Yes,No,07,SURG,Cholecystectomy except by laparoscope w/o c.d.e. w/o CC/MCC,1.3289,4.1,4.8
417,No,No,07,SURG,Laparoscopic cholecystectomy w/o c.d.e. w MCC,2.4765,6.5,8.4
418,No,No,07,SURG,Laparoscopic cholecystectomy w/o c.d.e. w CC,1.6507,4.5,5.6
419,No,No,07,SURG,Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC,1.1264,2.5,3.2
420,No,No,07,SURG,Hepatobiliary diagnostic procedures w MCC,4.1087,9.9,13.8
421,No,No,07,SURG,Hepatobiliary diagnostic procedures w CC,1.8959,5.6,7.7
422,No,No,07,SURG,Hepatobiliary diagnostic procedures w/o CC/MCC,1.2284,3.2,4.3
423,No,No,07,SURG,Other hepatobiliary or pancreas O.R. procedures w MCC,4.5812,11.9,16.0
424,No,No,07,SURG,Other hepatobiliary or pancreas O.R. procedures w CC,2.5188,7.9,10.4
425,No,No,07,SURG,Other hepatobiliary or pancreas O.R. procedures w/o CC/MCC,1.3752,4.0,5.4
432,No,No,07,MED,Cirrhosis & alcoholic hepatitis w MCC,1.6790,5.2,7.0
433,No,No,07,MED,Cirrhosis & alcoholic hepatitis w CC,0.9394,3.8,4.9
434,No,No,07,MED,Cirrhosis & alcoholic hepatitis w/o CC/MCC,0.6550,2.9,3.7
435,No,No,07,MED,Malignancy of hepatobiliary system or pancreas w MCC,1.7205,5.7,7.6
436,No,No,07,MED,Malignancy of hepatobiliary system or pancreas w CC,1.1921,4.5,5.8
437,No,No,07,MED,Malignancy of hepatobiliary system or pancreas w/o CC/MCC,0.9531,3.2,4.2
438,No,No,07,MED,Disorders of pancreas except malignancy w MCC,1.7013,5.5,7.5
439,No,No,07,MED,Disorders of pancreas except malignancy w CC,1.0241,4.2,5.3
440,No,No,07,MED,Disorders of pancreas except malignancy w/o CC/MCC,0.6977,3.2,3.8
441,Yes,No,07,MED,"Disorders of liver except malig,cirr,alc hepa w MCC",1.6639,5.1,7.0
442,Yes,No,07,MED,"Disorders of liver except malig,cirr,alc hepa w CC",0.9830,3.9,5.1
443,Yes,No,07,MED,"Disorders of liver except malig,cirr,alc hepa w/o CC/MCC",0.6982,3.0,3.8
444,No,No,07,MED,Disorders of the biliary tract w MCC,1.5583,5.0,6.6
445,No,No,07,MED,Disorders of the biliary tract w CC,1.0389,3.8,4.7
446,No,No,07,MED,Disorders of the biliary tract w/o CC/MCC,0.7231,2.6,3.3
453,No,No,08,SURG,Combined anterior/posterior spinal fusion w MCC,9.8253,12.0,15.6
454,No,No,08,SURG,Combined anterior/posterior spinal fusion w CC,6.9914,6.5,8.0
455,No,No,08,SURG,Combined anterior/posterior spinal fusion w/o CC/MCC,5.1476,3.7,4.4
456,No,No,08,SURG,Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w MCC,8.4910,11.6,14.7
457,No,No,08,SURG,Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w CC,5.6459,6.2,7.5
458,No,No,08,SURG,Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w/o CC/MCC,4.6762,4.0,4.5
459,Yes,No,08,SURG,Spinal fusion except cervical w MCC,5.9587,7.6,9.5
460,Yes,No,08,SURG,Spinal fusion except cervical w/o MCC,3.5607,3.6,4.2
461,No,No,08,SURG,Bilateral or multiple major joint procs of lower extremity w MCC,4.5419,6.8,8.4
462,No,No,08,SURG,Bilateral or multiple major joint procs of lower extremity w/o MCC,3.1438,3.9,4.2
463,Yes,No,08,SURG,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w MCC",4.6947,12.0,16.6
464,Yes,No,08,SURG,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC",2.6167,7.7,10.2
465,Yes,No,08,SURG,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o CC/MCC",1.4966,4.4,5.8
466,Yes,No,08,SURG,Revision of hip or knee replacement w MCC,4.5431,7.4,9.2
467,Yes,No,08,SURG,Revision of hip or knee replacement w CC,3.0630,4.8,5.5
468,Yes,No,08,SURG,Revision of hip or knee replacement w/o CC/MCC,2.4500,3.6,3.9
469,Yes,No,08,SURG,Major joint replacement or reattachment of lower extremity w MCC,3.2901,6.9,8.2
470,Yes,No,08,SURG,Major joint replacement or reattachment of lower extremity w/o MCC,2.0077,3.6,3.9
471,No,No,08,SURG,Cervical spinal fusion w MCC,4.4122,7.0,9.8
472,No,No,08,SURG,Cervical spinal fusion w CC,2.6084,2.8,4.1
473,No,No,08,SURG,Cervical spinal fusion w/o CC/MCC,1.9140,1.6,2.0
474,Yes,No,08,SURG,Amputation for musculoskeletal sys & conn tissue dis w MCC,3.4491,9.6,12.6
475,Yes,No,08,SURG,Amputation for musculoskeletal sys & conn tissue dis w CC,1.9787,6.5,8.4
476,Yes,No,08,SURG,Amputation for musculoskeletal sys & conn tissue dis w/o CC/MCC,1.0999,3.7,4.8
477,Yes,Yes,08,SURG,Biopsies of musculoskeletal system & connective tissue w MCC,3.2781,8.9,11.9
478,Yes,Yes,08,SURG,Biopsies of musculoskeletal system & connective tissue w CC,2.1226,4.6,6.6
479,Yes,Yes,08,SURG,Biopsies of musculoskeletal system & connective tissue w/o CC/MCC,1.4742,1.9,2.8
480,Yes,Yes,08,SURG,Hip & femur procedures except major joint w MCC,2.8998,7.8,9.3
481,Yes,Yes,08,SURG,Hip & femur procedures except major joint w CC,1.8175,5.4,5.9
482,Yes,Yes,08,SURG,Hip & femur procedures except major joint w/o CC/MCC,1.4949,4.5,4.8
483,Yes,No,08,SURG,Major joint & limb reattachment proc of upper extremity w CC/MCC,2.2508,3.4,4.2
484,Yes,No,08,SURG,Major joint & limb reattachment proc of upper extremity w/o CC/MCC,1.7443,2.1,2.4
485,No,No,08,SURG,Knee procedures w pdx of infection w MCC,3.2959,9.8,12.1
486,No,No,08,SURG,Knee procedures w pdx of infection w CC,2.1592,6.7,8.0
487,No,No,08,SURG,Knee procedures w pdx of infection w/o CC/MCC,1.5538,4.9,5.7
488,Yes,No,08,SURG,Knee procedures w/o pdx of infection w CC/MCC,1.6805,4.1,5.2
489,Yes,No,08,SURG,Knee procedures w/o pdx of infection w/o CC/MCC,1.1601,2.6,3.0
490,No,No,08,SURG,Back & neck proc exc spinal fusion w CC/MCC or disc device/neurostim,1.7202,3.0,4.3
491,No,No,08,SURG,Back & neck proc exc spinal fusion w/o CC/MCC,0.9383,1.8,2.2
492,Yes,Yes,08,SURG,"Lower extrem & humer proc except hip,foot,femur w MCC",2.7639,6.8,8.5
493,Yes,Yes,08,SURG,"Lower extrem & humer proc except hip,foot,femur w CC",1.7620,4.3,5.3
494,Yes,Yes,08,SURG,"Lower extrem & humer proc except hip,foot,femur w/o CC/MCC",1.2353,2.8,3.4
495,Yes,No,08,SURG,Local excision & removal int fix devices exc hip & femur w MCC,3.1741,8.1,10.9
496,Yes,No,08,SURG,Local excision & removal int fix devices exc hip & femur w CC,1.7722,4.6,6.0
497,Yes,No,08,SURG,Local excision & removal int fix devices exc hip & femur w/o CC/MCC,1.1249,2.3,3.0
498,No,No,08,SURG,Local excision & removal int fix devices of hip & femur w CC/MCC,2.0238,5.5,7.9
499,No,No,08,SURG,Local excision & removal int fix devices of hip & femur w/o CC/MCC,0.9090,2.3,3.0
500,Yes,Yes,08,SURG,Soft tissue procedures w MCC,2.8415,7.8,10.8
501,Yes,Yes,08,SURG,Soft tissue procedures w CC,1.4700,4.5,6.0
502,Yes,Yes,08,SURG,Soft tissue procedures w/o CC/MCC,0.9573,2.3,2.9
503,No,No,08,SURG,Foot procedures w MCC,2.3047,7.2,9.4
504,No,No,08,SURG,Foot procedures w CC,1.4696,5.1,6.4
505,No,No,08,SURG,Foot procedures w/o CC/MCC,0.9860,2.6,3.4
506,No,No,08,SURG,Major thumb or joint procedures,1.0237,2.5,3.4
507,No,No,08,SURG,Major shoulder or elbow joint procedures w CC/MCC,1.7166,3.7,5.1
508,No,No,08,SURG,Major shoulder or elbow joint procedures w/o CC/MCC,1.1143,1.7,2.0
509,No,No,08,SURG,Arthroscopy,1.1718,2.0,3.1
510,Yes,No,08,SURG,"Shoulder,elbow or forearm proc,exc major joint proc w MCC",1.9947,4.9,6.4
511,Yes,No,08,SURG,"Shoulder,elbow or forearm proc,exc major joint proc w CC",1.3392,3.2,4.0
512,Yes,No,08,SURG,"Shoulder,elbow or forearm proc,exc major joint proc w/o CC/MCC",0.9509,1.8,2.2
513,No,No,08,SURG,"Hand or wrist proc, except major thumb or joint proc w CC/MCC",1.2932,3.6,5.1
514,No,No,08,SURG,"Hand or wrist proc, except major thumb or joint proc w/o CC/MCC",0.8060,2.1,2.8
515,Yes,Yes,08,SURG,Other musculoskelet sys & conn tiss O.R. proc w MCC,3.0669,7.9,10.5
516,Yes,Yes,08,SURG,Other musculoskelet sys & conn tiss O.R. proc w CC,1.8083,4.5,6.0
517,Yes,Yes,08,SURG,Other musculoskelet sys & conn tiss O.R. proc w/o CC/MCC,1.3293,2.1,3.0
533,Yes,No,08,MED,Fractures of femur w MCC,1.4243,4.8,6.7
534,Yes,No,08,MED,Fractures of femur w/o MCC,0.7339,3.3,4.0
535,Yes,No,08,MED,Fractures of hip & pelvis w MCC,1.3409,4.8,6.2
536,Yes,No,08,MED,Fractures of hip & pelvis w/o MCC,0.6963,3.3,3.9
537,No,No,08,MED,"Sprains, strains, & dislocations of hip, pelvis & thigh w CC/MCC",0.8924,3.6,4.5
538,No,No,08,MED,"Sprains, strains, & dislocations of hip, pelvis & thigh w/o CC/MCC",0.5808,2.7,3.2
539,Yes,No,08,MED,Osteomyelitis w MCC,2.0287,7.5,9.8
540,Yes,No,08,MED,Osteomyelitis w CC,1.3481,5.7,7.1
541,Yes,No,08,MED,Osteomyelitis w/o CC/MCC,0.9265,4.2,5.3
542,Yes,No,08,MED,Pathological fractures & musculoskelet & conn tiss malig w MCC,1.9045,6.7,8.8
543,Yes,No,08,MED,Pathological fractures & musculoskelet & conn tiss malig w CC,1.1302,4.8,5.9
544,Yes,No,08,MED,Pathological fractures & musculoskelet & conn tiss malig w/o CC/MCC,0.7698,3.7,4.4
545,Yes,No,08,MED,Connective tissue disorders w MCC,2.3499,6.4,9.1
546,Yes,No,08,MED,Connective tissue disorders w CC,1.0969,4.4,5.5
547,Yes,No,08,MED,Connective tissue disorders w/o CC/MCC,0.7231,3.1,3.8
548,No,No,08,MED,Septic arthritis w MCC,1.8769,6.7,8.9
549,No,No,08,MED,Septic arthritis w CC,1.1618,5.1,6.4
550,No,No,08,MED,Septic arthritis w/o CC/MCC,0.8073,3.7,4.5
551,Yes,No,08,MED,Medical back problems w MCC,1.5323,5.4,7.1
552,Yes,No,08,MED,Medical back problems w/o MCC,0.7657,3.4,4.1
553,No,No,08,MED,Bone diseases & arthropathies w MCC,1.1068,4.7,6.0
554,No,No,08,MED,Bone diseases & arthropathies w/o MCC,0.6352,3.0,3.7
555,No,No,08,MED,Signs & symptoms of musculoskeletal system & conn tissue w MCC,1.0074,3.6,4.8
556,No,No,08,MED,Signs & symptoms of musculoskeletal system & conn tissue w/o MCC,0.5767,2.5,3.1
557,Yes,No,08,MED,"Tendonitis, myositis & bursitis w MCC",1.4295,5.2,6.6
558,Yes,No,08,MED,"Tendonitis, myositis & bursitis w/o MCC",0.8036,3.5,4.3
559,Yes,No,08,MED,"Aftercare, musculoskeletal system & connective tissue w MCC",1.7054,5.3,7.5
560,Yes,No,08,MED,"Aftercare, musculoskeletal system & connective tissue w CC",0.9555,3.6,4.7
561,Yes,No,08,MED,"Aftercare, musculoskeletal system & connective tissue w/o CC/MCC",0.5805,2.1,2.8
562,Yes,No,08,MED,"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w MCC",1.3961,4.9,6.4
563,Yes,No,08,MED,"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w/o MCC",0.6783,3.1,3.7
564,No,No,08,MED,Other musculoskeletal sys & connective tissue diagnoses w MCC,1.4111,5.2,7.0
565,No,No,08,MED,Other musculoskeletal sys & connective tissue diagnoses w CC,0.8882,3.9,5.0
566,No,No,08,MED,Other musculoskeletal sys & connective tissue diagnoses w/o CC/MCC,0.6694,3.0,3.7
573,Yes,No,09,SURG,Skin graft &/or debrid for skn ulcer or cellulitis w MCC,3.1932,9.6,13.2
574,Yes,No,09,SURG,Skin graft &/or debrid for skn ulcer or cellulitis w CC,1.9517,7.2,9.4
575,Yes,No,09,SURG,Skin graft &/or debrid for skn ulcer or cellulitis w/o CC/MCC,1.1216,4.7,5.8
576,No,No,09,SURG,Skin graft &/or debrid exc for skin ulcer or cellulitis w MCC,3.4384,8.4,12.9
577,No,No,09,SURG,Skin graft &/or debrid exc for skin ulcer or cellulitis w CC,1.5775,4.2,6.1
578,No,No,09,SURG,Skin graft &/or debrid exc for skin ulcer or cellulitis w/o CC/MCC,0.9782,2.4,3.3
579,Yes,No,09,SURG,"Other skin, subcut tiss & breast proc w MCC",2.7946,7.8,10.7
580,Yes,No,09,SURG,"Other skin, subcut tiss & breast proc w CC",1.4110,3.7,5.5
581,Yes,No,09,SURG,"Other skin, subcut tiss & breast proc w/o CC/MCC",0.8595,1.9,2.6
582,No,No,09,SURG,Mastectomy for malignancy w CC/MCC,0.9649,2.1,2.8
583,No,No,09,SURG,Mastectomy for malignancy w/o CC/MCC,0.7480,1.6,1.8
584,No,No,09,SURG,"Breast biopsy, local excision & other breast procedures w CC/MCC",1.4329,4.0,6.0
585,No,No,09,SURG,"Breast biopsy, local excision & other breast procedures w/o CC/MCC",0.8036,1.7,2.2
592,Yes,No,09,MED,Skin ulcers w MCC,1.7515,6.6,8.9
593,Yes,No,09,MED,Skin ulcers w CC,1.1080,5.2,6.5
594,Yes,No,09,MED,Skin ulcers w/o CC/MCC,0.7910,4.1,5.1
595,No,No,09,MED,Major skin disorders w MCC,1.8206,6.2,8.3
596,No,No,09,MED,Major skin disorders w/o MCC,0.8225,3.8,4.7
597,No,No,09,MED,Malignant breast disorders w MCC,1.6061,6.0,8.2
598,No,No,09,MED,Malignant breast disorders w CC,1.0808,4.3,5.7
599,No,No,09,MED,Malignant breast disorders w/o CC/MCC,0.7310,2.7,3.7
600,No,No,09,MED,Non-malignant breast disorders w CC/MCC,0.9485,4.1,5.1
601,No,No,09,MED,Non-malignant breast disorders w/o CC/MCC,0.6586,3.1,3.9
602,Yes,No,09,MED,Cellulitis w MCC,1.4033,5.5,7.0
603,Yes,No,09,MED,Cellulitis w/o MCC,0.8027,3.9,4.7
604,No,No,09,MED,"Trauma to the skin, subcut tiss & breast w MCC",1.1915,4.3,5.7
605,No,No,09,MED,"Trauma to the skin, subcut tiss & breast w/o MCC",0.6769,2.8,3.5
606,No,No,09,MED,Minor skin disorders w MCC,1.2458,4.4,6.3
607,No,No,09,MED,Minor skin disorders w/o MCC,0.6462,2.9,3.8
614,No,No,10,SURG,Adrenal & pituitary procedures w CC/MCC,2.4984,5.1,7.0
615,No,No,10,SURG,Adrenal & pituitary procedures w/o CC/MCC,1.3722,2.7,3.2
616,Yes,No,10,SURG,"Amputat of lower limb for endocrine,nutrit,& metabol dis w MCC",4.7068,13.3,17.1
617,Yes,No,10,SURG,"Amputat of lower limb for endocrine,nutrit,& metabol dis w CC",2.1033,7.0,8.8
618,Yes,No,10,SURG,"Amputat of lower limb for endocrine,nutrit,& metabol dis w/o CC/MCC",1.3333,5.1,6.4
619,No,No,10,SURG,O.R. procedures for obesity w MCC,3.3049,5.2,8.2
620,No,No,10,SURG,O.R. procedures for obesity w CC,1.8641,2.9,3.7
621,No,No,10,SURG,O.R. procedures for obesity w/o CC/MCC,1.4191,1.9,2.2
622,Yes,No,10,SURG,"Skin grafts & wound debrid for endoc, nutrit & metab dis w MCC",3.1728,9.4,13.2
623,Yes,No,10,SURG,"Skin grafts & wound debrid for endoc, nutrit & metab dis w CC",1.8878,6.7,8.6
624,Yes,No,10,SURG,"Skin grafts & wound debrid for endoc, nutrit & metab dis w/o CC/MCC",1.0946,4.8,6.0
625,No,No,10,SURG,"Thyroid, parathyroid & thyroglossal procedures w MCC",2.1244,4.7,7.1
626,No,No,10,SURG,"Thyroid, parathyroid & thyroglossal procedures w CC",1.1332,2.1,3.1
627,No,No,10,SURG,"Thyroid, parathyroid & thyroglossal procedures w/o CC/MCC",0.7344,1.3,1.5
628,Yes,No,10,SURG,"Other endocrine, nutrit & metab O.R. proc w MCC",3.2670,7.5,11.1
629,Yes,No,10,SURG,"Other endocrine, nutrit & metab O.R. proc w CC",2.2873,6.8,8.7
630,Yes,No,10,SURG,"Other endocrine, nutrit & metab O.R. proc w/o CC/MCC",1.5075,4.0,5.5
637,Yes,No,10,MED,Diabetes w MCC,1.3596,4.5,6.1
638,Yes,No,10,MED,Diabetes w CC,0.8164,3.4,4.3
639,Yes,No,10,MED,Diabetes w/o CC/MCC,0.5598,2.5,3.0
640,Yes,No,10,MED,Nutritional & misc metabolic disorders w MCC,1.1138,3.9,5.4
641,Yes,No,10,MED,Nutritional & misc metabolic disorders w/o MCC,0.6820,3.1,3.8
642,No,No,10,MED,Inborn errors of metabolism,1.0168,3.7,5.2
643,Yes,No,10,MED,Endocrine disorders w MCC,1.6464,5.8,7.6
644,Yes,No,10,MED,Endocrine disorders w CC,1.0460,4.4,5.5
645,Yes,No,10,MED,Endocrine disorders w/o CC/MCC,0.7188,3.1,3.9
652,No,No,11,SURG,Kidney transplant,2.9556,6.6,7.7
653,Yes,No,11,SURG,Major bladder procedures w MCC,5.8152,13.6,16.9
654,Yes,No,11,SURG,Major bladder procedures w CC,2.9415,8.7,9.8
655,Yes,No,11,SURG,Major bladder procedures w/o CC/MCC,2.0247,5.8,6.5
656,No,No,11,SURG,Kidney & ureter procedures for neoplasm w MCC,3.2782,8.0,10.1
657,No,No,11,SURG,Kidney & ureter procedures for neoplasm w CC,1.8626,5.0,6.0
658,No,No,11,SURG,Kidney & ureter procedures for neoplasm w/o CC/MCC,1.3765,3.3,3.7
659,Yes,No,11,SURG,Kidney & ureter procedures for non-neoplasm w MCC,3.3351,8.0,11.2
660,Yes,No,11,SURG,Kidney & ureter procedures for non-neoplasm w CC,1.8919,4.8,6.5
661,Yes,No,11,SURG,Kidney & ureter procedures for non-neoplasm w/o CC/MCC,1.2563,2.6,3.3
662,No,No,11,SURG,Minor bladder procedures w MCC,2.7108,7.4,10.3
663,No,No,11,SURG,Minor bladder procedures w CC,1.4429,3.6,5.3
664,No,No,11,SURG,Minor bladder procedures w/o CC/MCC,0.9922,1.6,2.1
665,No,No,11,SURG,Prostatectomy w MCC,2.5582,8.2,11.0
666,No,No,11,SURG,Prostatectomy w CC,1.5536,4.3,6.3
667,No,No,11,SURG,Prostatectomy w/o CC/MCC,0.8236,2.1,2.9
668,No,No,11,SURG,Transurethral procedures w MCC,2.2389,6.2,8.5
669,No,No,11,SURG,Transurethral procedures w CC,1.2031,3.1,4.4
670,No,No,11,SURG,Transurethral procedures w/o CC/MCC,0.7683,1.9,2.5
671,No,No,11,SURG,Urethral procedures w CC/MCC,1.4223,4.1,6.0
672,No,No,11,SURG,Urethral procedures w/o CC/MCC,0.7944,1.9,2.5
673,No,No,11,SURG,Other kidney & urinary tract procedures w MCC,2.7704,5.8,9.8
674,No,No,11,SURG,Other kidney & urinary tract procedures w CC,2.1587,4.6,7.2
675,No,No,11,SURG,Other kidney & urinary tract procedures w/o CC/MCC,1.3091,1.5,2.1
682,Yes,No,11,MED,Renal failure w MCC,1.6413,5.2,7.2
683,Yes,No,11,MED,Renal failure w CC,1.1304,4.5,5.6
684,Yes,No,11,MED,Renal failure w/o CC/MCC,0.7305,3.2,3.9
685,No,No,11,MED,Admit for renal dialysis,0.8578,2.5,3.5
686,No,No,11,MED,Kidney & urinary tract neoplasms w MCC,1.6234,5.6,7.6
687,No,No,11,MED,Kidney & urinary tract neoplasms w CC,1.0748,4.1,5.3
688,No,No,11,MED,Kidney & urinary tract neoplasms w/o CC/MCC,0.6822,2.5,3.2
689,Yes,No,11,MED,Kidney & urinary tract infections w MCC,1.2301,4.9,6.2
690,Yes,No,11,MED,Kidney & urinary tract infections w/o MCC,0.7581,3.5,4.2
691,No,No,11,MED,Urinary stones w esw lithotripsy w CC/MCC,1.4534,2.9,4.0
692,No,No,11,MED,Urinary stones w esw lithotripsy w/o CC/MCC,1.1563,1.9,2.4
693,No,No,11,MED,Urinary stones w/o esw lithotripsy w MCC,1.1939,3.6,4.8
694,No,No,11,MED,Urinary stones w/o esw lithotripsy w/o MCC,0.6565,2.0,2.6
695,No,No,11,MED,Kidney & urinary tract signs & symptoms w MCC,1.1711,4.2,5.5
696,No,No,11,MED,Kidney & urinary tract signs & symptoms w/o MCC,0.6322,2.6,3.3
697,No,No,11,MED,Urethral stricture,0.6931,2.4,3.1
698,Yes,No,11,MED,Other kidney & urinary tract diagnoses w MCC,1.4718,5.0,6.6
699,Yes,No,11,MED,Other kidney & urinary tract diagnoses w CC,0.9725,3.7,4.8
700,Yes,No,11,MED,Other kidney & urinary tract diagnoses w/o CC/MCC,0.6828,2.8,3.5
707,No,No,12,SURG,Major male pelvic procedures w CC/MCC,1.6199,3.4,4.4
708,No,No,12,SURG,Major male pelvic procedures w/o CC/MCC,1.1778,1.8,2.1
709,No,No,12,SURG,Penis procedures w CC/MCC,1.8864,3.8,6.6
710,No,No,12,SURG,Penis procedures w/o CC/MCC,1.2521,1.4,1.8
711,No,No,12,SURG,Testes procedures w CC/MCC,2.0238,5.5,8.1
712,No,No,12,SURG,Testes procedures w/o CC/MCC,0.8064,2.2,3.0
713,No,No,12,SURG,Transurethral prostatectomy w CC/MCC,1.1183,2.9,4.2
714,No,No,12,SURG,Transurethral prostatectomy w/o CC/MCC,0.6325,1.7,1.9
715,No,No,12,SURG,Other male reproductive system O.R. proc for malignancy w CC/MCC,1.7072,3.9,6.2
716,No,No,12,SURG,Other male reproductive system O.R. proc for malignancy w/o CC/MCC,0.9636,1.2,1.4
717,No,No,12,SURG,Other male reproductive system O.R. proc exc malignancy w CC/MCC,1.8087,5.1,7.2
718,No,No,12,SURG,Other male reproductive system O.R. proc exc malignancy w/o CC/MCC,0.7809,2.2,2.8
722,No,No,12,MED,"Malignancy, male reproductive system w MCC",1.5686,5.7,7.6
723,No,No,12,MED,"Malignancy, male reproductive system w CC",0.9922,4.0,5.3
724,No,No,12,MED,"Malignancy, male reproductive system w/o CC/MCC",0.5971,2.4,3.1
725,No,No,12,MED,Benign prostatic hypertrophy w MCC,1.0492,4.2,5.5
726,No,No,12,MED,Benign prostatic hypertrophy w/o MCC,0.6696,2.7,3.5
727,No,No,12,MED,Inflammation of the male reproductive system w MCC,1.2897,5.1,6.4
728,No,No,12,MED,Inflammation of the male reproductive system w/o MCC,0.6944,3.3,4.0
729,No,No,12,MED,Other male reproductive system diagnoses w CC/MCC,1.0995,4.0,5.6
730,No,No,12,MED,Other male reproductive system diagnoses w/o CC/MCC,0.5968,2.4,3.1
734,No,No,13,SURG,"Pelvic evisceration, rad hysterectomy & rad vulvectomy w CC/MCC",2.3472,6.0,8.0
735,No,No,13,SURG,"Pelvic evisceration, rad hysterectomy & rad vulvectomy w/o CC/MCC",1.1273,2.9,3.4
736,No,No,13,SURG,Uterine & adnexa proc for ovarian or adnexal malignancy w MCC,4.1783,11.2,13.8
737,No,No,13,SURG,Uterine & adnexa proc for ovarian or adnexal malignancy w CC,1.9568,6.0,7.2
738,No,No,13,SURG,Uterine & adnexa proc for ovarian or adnexal malignancy w/o CC/MCC,1.1572,3.5,3.9
739,No,No,13,SURG,"Uterine,adnexa proc for non-ovarian/adnexal malig w MCC",3.0048,7.8,10.2
740,No,No,13,SURG,"Uterine,adnexa proc for non-ovarian/adnexal malig w CC",1.4641,4.3,5.2
741,No,No,13,SURG,"Uterine,adnexa proc for non-ovarian/adnexal malig w/o CC/MCC",0.9983,2.7,3.0
742,No,No,13,SURG,Uterine & adnexa proc for non-malignancy w CC/MCC,1.3429,3.5,4.5
743,No,No,13,SURG,Uterine & adnexa proc for non-malignancy w/o CC/MCC,0.8437,2.0,2.3
744,No,No,13,SURG,"D&C, conization, laparoscopy & tubal interruption w CC/MCC",1.3923,4.1,5.8
745,No,No,13,SURG,"D&C, conization, laparoscopy & tubal interruption w/o CC/MCC",0.7448,2.1,2.6
746,No,No,13,SURG,"Vagina, cervix & vulva procedures w CC/MCC",1.2643,3.0,4.2
747,No,No,13,SURG,"Vagina, cervix & vulva procedures w/o CC/MCC",0.8370,1.6,1.9
748,No,No,13,SURG,Female reproductive system reconstructive procedures,0.8162,1.5,1.7
749,No,No,13,SURG,Other female reproductive system O.R. procedures w CC/MCC,2.4834,6.7,9.3
750,No,No,13,SURG,Other female reproductive system O.R. procedures w/o CC/MCC,0.9614,2.5,3.1
754,No,No,13,MED,"Malignancy, female reproductive system w MCC",1.7546,6.2,8.3
755,No,No,13,MED,"Malignancy, female reproductive system w CC",1.0780,4.3,5.7
756,No,No,13,MED,"Malignancy, female reproductive system w/o CC/MCC",0.6337,2.5,3.1
757,No,No,13,MED,"Infections, female reproductive system w MCC",1.5803,6.5,8.1
758,No,No,13,MED,"Infections, female reproductive system w CC",1.0640,4.9,6.1
759,No,No,13,MED,"Infections, female reproductive system w/o CC/MCC",0.7664,3.6,4.5
760,No,No,13,MED,Menstrual & other female reproductive system disorders w CC/MCC,0.7934,3.0,4.0
761,No,No,13,MED,Menstrual & other female reproductive system disorders w/o CC/MCC,0.5024,1.9,2.4
765,No,No,14,SURG,Cesarean section w CC/MCC,1.0536,4.0,5.0
766,No,No,14,SURG,Cesarean section w/o CC/MCC,0.7427,3.0,3.2
767,No,No,14,SURG,Vaginal delivery w sterilization &/or D&C,0.9523,2.6,3.3
768,No,No,14,SURG,Vaginal delivery w O.R. proc except steril &/or D&C,1.7319,0.0,0.0
